name,cal
HSM67VDR,0.9206711632469797
HSM6XRUL,4.06911928927606
HSM6XRUN,24.89910651805901
HSM6XRUR,13.671120246994201
HSM6XRQ8,2.6496616019640524
HSM7CZ16,8.936470173040558
HSM7CZ18,21.613401364365533
HSM7CZ1A,6.312257397034993
HSM7CZ1C,0.0017171216069777587
HSM7CZ1E,1.2111483936505398
HSM7CZ1G,3.119503808268202
HSM7J4HA,14.021096583965175
HSM7J4HC,26.975469036104055
HSM7J4HE,1.4702482866416868
HSM7J4HG,32.83664246635184
HSM7J4HI,5.900118198363441
HSM7J4HK,4.313950776990863
HSM7J4KC,15.875604750208716
HSM7J4KG,0.5607358307439056
HSM7J4KI,27.2006879742803
HSM7J4KK,1.9328493803453703
HSM7J4KM,27.55076109648898
HSM5MD5X,7.40197365636503
HSM5MD62,67.02152158864193
HSM5MD6Y,50.68428831076989
HSM5MD71,25.347130018413935
HSM5MD73,4.5652504972954375
HSM5MD75,0.4960488782263616
HSM6XRS4,7.956423507863593
HSM6XRS6,13.47313991772565
HSM6XRS8,17.050455976271586
HSM6XRSE,26.58135741308738
HSM7CYZ5,29.1104004934703
HSM7CYZ7,0.06800273995508176
HSM7CYZ9,1.3600852573569944
HSM7CYZB,4.240467269557758
HSM7CYZD,24.346035509470315
HSM7CYZF,25.819565022631224
HSM7J4QB,26.172854287525542
HSM7J4QD,12.803042859821653
HSM7J4QF,13.557211921627385
HSM7J4QH,2.2976824634898367e-6
HSM7J4QJ,23.47153275783588
HSM7J4QL,15.705697338423601